week,segment,origin_loc,destination_loc,flow_count,destination_city,origin_city,origin_centroid,destination_centroid
2023-03,1,33,48,1,KILIS,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (37.10661942935145 36.75605237808039)
2023-03,1,33,68,1,SANLIURFA,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (39.75759311603928 37.235060462645706)
2023-03,1,37,1,1,ADANA,HATAY,POINT (36.50905200292296 36.28404837457669),POINT (35.82554894766164 37.874874940976625)
2023-03,1,37,64,1,OSMANIYE,HATAY,POINT (36.50905200292296 36.28404837457669),POINT (36.118421721446666 37.404147307605996)
2023-03,1,40,33,1,GAZIANTEP,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (37.8963594466952 36.85311038836439)
2023-03,1,40,42,1,KAHRAMANMARAS,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (36.55584985318895 38.08131458569416)
2023-03,1,41,52,1,KOCAELI,IZMIR,POINT (26.642010615410324 38.30207291826171),POINT (29.745013072029078 40.85994893376326)
2023-03,1,41,58,1,MERSIN,IZMIR,POINT (26.642010615410324 38.30207291826171),POINT (34.859415559296465 37.06386143110599)
2023-03,1,42,7,1,ANKARA,KAHRAMANMARAS,POINT (36.55584985318895 38.08131458569416),POINT (33.43507805455542 40.199201955939934)
2023-03,1,42,33,1,GAZIANTEP,KAHRAMANMARAS,POINT (36.55584985318895 38.08131458569416),POINT (37.8963594466952 36.85311038836439)
2023-03,1,42,53,1,KONYA,KAHRAMANMARAS,POINT (36.55584985318895 38.08131458569416),POINT (32.88714497347114 38.69405100533909)
2023-03,1,42,64,3,OSMANIYE,KAHRAMANMARAS,POINT (36.55584985318895 38.08131458569416),POINT (36.118421721446666 37.404147307605996)
2023-03,1,43,23,1,CANKIRI,KARABUK,POINT (32.77416866699312 41.318877649958466),POINT (33.60457797364536 40.929901945525124)
2023-03,1,44,58,1,MERSIN,KARAMAN,POINT (33.22389241425802 37.17382739757733),POINT (34.859415559296465 37.06386143110599)
2023-03,1,45,31,1,ERZURUM,KARS,POINT (43.45843406917627 40.326091321781554),POINT (41.31140104478999 40.08687288525)
2023-03,1,50,40,1,ISTANBUL,KIRKLARELI,POINT (27.836078103791817 41.620941628461125),POINT (28.966126985906072 41.040226865149044)
2023-03,1,52,40,3,ISTANBUL,KOCAELI,POINT (29.745013072029078 40.85994893376326),POINT (28.966126985906072 41.040226865149044)
2023-03,1,53,7,1,ANKARA,KONYA,POINT (32.88714497347114 38.69405100533909),POINT (33.43507805455542 40.199201955939934)
2023-03,1,53,44,1,KARAMAN,KONYA,POINT (32.88714497347114 38.69405100533909),POINT (33.22389241425802 37.17382739757733)
2023-03,1,54,21,1,BURSA,KUTAHYA,POINT (30.079147082619098 39.4326918257573),POINT (29.078993631601847 40.16892946227833)
2023-03,1,56,12,1,BALIKESIR,MANISA,POINT (27.763258931735013 38.47889357137842),POINT (27.83494517750688 40.461627201359946)
2023-03,1,58,26,1,DIYARBAKIR,MERSIN,POINT (34.859415559296465 37.06386143110599),POINT (39.980783435026474 37.97718871461234)
2023-03,1,58,61,1,NEVSEHIR,MERSIN,POINT (34.859415559296465 37.06386143110599),POINT (34.68771052262313 38.59170809959872)
2023-03,1,58,68,1,SANLIURFA,MERSIN,POINT (34.859415559296465 37.06386143110599),POINT (39.75759311603928 37.235060462645706)
2023-03,1,64,1,1,ADANA,OSMANIYE,POINT (36.118421721446666 37.404147307605996),POINT (35.82554894766164 37.874874940976625)
2023-03,1,64,19,1,BOLU,OSMANIYE,POINT (36.118421721446666 37.404147307605996),POINT (30.804956202424627 40.336090305807836)
2023-03,1,64,42,2,KAHRAMANMARAS,OSMANIYE,POINT (36.118421721446666 37.404147307605996),POINT (36.55584985318895 38.08131458569416)
2023-03,1,66,5,1,AKSARAY,SAKARYA,POINT (30.391160075639 40.8505469821281),POINT (33.937132291824796 38.40342884994016)
2023-03,1,68,7,1,ANKARA,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (33.43507805455542 40.199201955939934)
2023-03,1,68,8,1,ANTALYA,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (30.479442947342882 36.829323916568484)
2023-03,1,68,26,1,DIYARBAKIR,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (39.980783435026474 37.97718871461234)
2023-03,1,68,33,1,GAZIANTEP,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (37.8963594466952 36.85311038836439)
2023-03,1,68,52,1,KOCAELI,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (29.745013072029078 40.85994893376326)
2023-03,1,74,40,1,ISTANBUL,TOKAT,POINT (36.04707989055985 39.99710525898729),POINT (28.966126985906072 41.040226865149044)
2023-03,1,76,29,2,ELAZIG,TUNCELI,POINT (39.54735507328951 39.1607503028036),POINT (39.2179667290262 38.6648599524512)
2023-03,2,1,64,1,OSMANIYE,ADANA,POINT (35.82554894766164 37.874874940976625),POINT (36.118421721446666 37.404147307605996)
2023-03,2,12,21,1,BURSA,BALIKESIR,POINT (27.83494517750688 40.461627201359946),POINT (29.078993631601847 40.16892946227833)
2023-03,2,21,33,1,GAZIANTEP,BURSA,POINT (29.078993631601847 40.16892946227833),POINT (37.8963594466952 36.85311038836439)
2023-03,2,21,40,2,ISTANBUL,BURSA,POINT (29.078993631601847 40.16892946227833),POINT (28.966126985906072 41.040226865149044)
2023-03,2,33,53,1,KONYA,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (32.88714497347114 38.69405100533909)
2023-03,2,33,58,1,MERSIN,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (34.859415559296465 37.06386143110599)
2023-03,2,33,68,6,SANLIURFA,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (39.75759311603928 37.235060462645706)
2023-03,2,37,48,1,KILIS,HATAY,POINT (36.50905200292296 36.28404837457669),POINT (37.10661942935145 36.75605237808039)
2023-03,2,40,21,1,BURSA,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (29.078993631601847 40.16892946227833)
2023-03,2,40,52,5,KOCAELI,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (29.745013072029078 40.85994893376326)
2023-03,2,40,73,1,TEKIRDAG,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (27.71629005242506 41.273565776357366)
2023-03,2,48,33,1,GAZIANTEP,KILIS,POINT (37.10661942935145 36.75605237808039),POINT (37.8963594466952 36.85311038836439)
2023-03,2,48,37,1,HATAY,KILIS,POINT (37.10661942935145 36.75605237808039),POINT (36.50905200292296 36.28404837457669)
2023-03,2,52,40,4,ISTANBUL,KOCAELI,POINT (29.745013072029078 40.85994893376326),POINT (28.966126985906072 41.040226865149044)
2023-03,2,58,1,2,ADANA,MERSIN,POINT (34.859415559296465 37.06386143110599),POINT (35.82554894766164 37.874874940976625)
2023-03,2,58,68,1,SANLIURFA,MERSIN,POINT (34.859415559296465 37.06386143110599),POINT (39.75759311603928 37.235060462645706)
2023-03,2,68,33,4,GAZIANTEP,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (37.8963594466952 36.85311038836439)
2023-03,2,73,40,1,ISTANBUL,TEKIRDAG,POINT (27.71629005242506 41.273565776357366),POINT (28.966126985906072 41.040226865149044)
2023-03,3,19,66,2,SAKARYA,BOLU,POINT (30.804956202424627 40.336090305807836),POINT (30.391160075639 40.8505469821281)
2023-03,3,66,19,2,BOLU,SAKARYA,POINT (30.391160075639 40.8505469821281),POINT (30.804956202424627 40.336090305807836)
2023-03,4,7,43,1,KARABUK,ANKARA,POINT (33.43507805455542 40.199201955939934),POINT (32.77416866699312 41.318877649958466)
2023-04,1,1,58,1,MERSIN,ADANA,POINT (35.82554894766164 37.874874940976625),POINT (34.859415559296465 37.06386143110599)
2023-04,1,1,64,1,OSMANIYE,ADANA,POINT (35.82554894766164 37.874874940976625),POINT (36.118421721446666 37.404147307605996)
2023-04,1,5,47,1,KAYSERI,AKSARAY,POINT (33.937132291824796 38.40342884994016),POINT (35.595686034008786 38.267067669049005)
2023-04,1,7,42,2,KAHRAMANMARAS,ANKARA,POINT (33.43507805455542 40.199201955939934),POINT (36.55584985318895 38.08131458569416)
2023-04,1,7,47,2,KAYSERI,ANKARA,POINT (33.43507805455542 40.199201955939934),POINT (35.595686034008786 38.267067669049005)
2023-04,1,7,51,1,KIRSEHIR,ANKARA,POINT (33.43507805455542 40.199201955939934),POINT (34.38034395976587 39.3223371395506)
2023-04,1,12,56,3,MANISA,BALIKESIR,POINT (27.83494517750688 40.461627201359946),POINT (27.763258931735013 38.47889357137842)
2023-04,1,21,12,3,BALIKESIR,BURSA,POINT (29.078993631601847 40.16892946227833),POINT (27.83494517750688 40.461627201359946)
2023-04,1,21,56,1,MANISA,BURSA,POINT (29.078993631601847 40.16892946227833),POINT (27.763258931735013 38.47889357137842)
2023-04,1,23,43,1,KARABUK,CANKIRI,POINT (33.60457797364536 40.929901945525124),POINT (32.77416866699312 41.318877649958466)
2023-04,1,26,40,1,ISTANBUL,DIYARBAKIR,POINT (39.980783435026474 37.97718871461234),POINT (28.966126985906072 41.040226865149044)
2023-04,1,26,58,1,MERSIN,DIYARBAKIR,POINT (39.980783435026474 37.97718871461234),POINT (34.859415559296465 37.06386143110599)
2023-04,1,29,76,1,TUNCELI,ELAZIG,POINT (39.2179667290262 38.6648599524512),POINT (39.54735507328951 39.1607503028036)
2023-04,1,33,8,1,ANTALYA,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (30.479442947342882 36.829323916568484)
2023-04,1,33,18,1,BITLIS,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (42.509067475079604 38.15673413258248)
2023-04,1,33,48,1,KILIS,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (37.10661942935145 36.75605237808039)
2023-04,1,33,57,1,MARDIN,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (41.3281408522345 37.18100385628339)
2023-04,1,33,68,1,SANLIURFA,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (39.75759311603928 37.235060462645706)
2023-04,1,37,1,1,ADANA,HATAY,POINT (36.50905200292296 36.28404837457669),POINT (35.82554894766164 37.874874940976625)
2023-04,1,40,7,1,ANKARA,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (33.43507805455542 40.199201955939934)
2023-04,1,40,27,1,DUZCE,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (31.180841601318992 40.81697072735935)
2023-04,1,40,52,1,KOCAELI,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (29.745013072029078 40.85994893376326)
2023-04,1,40,75,1,TRABZON,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (39.73174863729977 40.92780729231606)
2023-04,1,42,64,2,OSMANIYE,KAHRAMANMARAS,POINT (36.55584985318895 38.08131458569416),POINT (36.118421721446666 37.404147307605996)
2023-04,1,43,23,1,CANKIRI,KARABUK,POINT (32.77416866699312 41.318877649958466),POINT (33.60457797364536 40.929901945525124)
2023-04,1,47,2,1,ADIYAMAN,KAYSERI,POINT (35.595686034008786 38.267067669049005),POINT (38.26626822575622 37.74943797377397)
2023-04,1,47,42,1,KAHRAMANMARAS,KAYSERI,POINT (35.595686034008786 38.267067669049005),POINT (36.55584985318895 38.08131458569416)
2023-04,1,49,47,1,KAYSERI,KIRIKKALE,POINT (33.551238648832985 39.85254413533492),POINT (35.595686034008786 38.267067669049005)
2023-04,1,52,40,1,ISTANBUL,KOCAELI,POINT (29.745013072029078 40.85994893376326),POINT (28.966126985906072 41.040226865149044)
2023-04,1,52,50,1,KIRKLARELI,KOCAELI,POINT (29.745013072029078 40.85994893376326),POINT (27.836078103791817 41.620941628461125)
2023-04,1,53,3,1,AFYONKARAHISAR,KONYA,POINT (32.88714497347114 38.69405100533909),POINT (30.243694963429604 38.74724813828608)
2023-04,1,56,12,1,BALIKESIR,MANISA,POINT (27.763258931735013 38.47889357137842),POINT (27.83494517750688 40.461627201359946)
2023-04,1,56,77,1,USAK,MANISA,POINT (27.763258931735013 38.47889357137842),POINT (29.295305097300698 38.68955762059888)
2023-04,1,58,1,1,ADANA,MERSIN,POINT (34.859415559296465 37.06386143110599),POINT (35.82554894766164 37.874874940976625)
2023-04,1,58,33,1,GAZIANTEP,MERSIN,POINT (34.859415559296465 37.06386143110599),POINT (37.8963594466952 36.85311038836439)
2023-04,1,58,64,1,OSMANIYE,MERSIN,POINT (34.859415559296465 37.06386143110599),POINT (36.118421721446666 37.404147307605996)
2023-04,1,63,40,1,ISTANBUL,ORDU,POINT (37.87990574587828 40.90979308508955),POINT (28.966126985906072 41.040226865149044)
2023-04,1,64,1,1,ADANA,OSMANIYE,POINT (36.118421721446666 37.404147307605996),POINT (35.82554894766164 37.874874940976625)
2023-04,1,64,42,1,KAHRAMANMARAS,OSMANIYE,POINT (36.118421721446666 37.404147307605996),POINT (36.55584985318895 38.08131458569416)
2023-04,1,68,2,1,ADIYAMAN,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (38.26626822575622 37.74943797377397)
2023-04,1,68,18,1,BITLIS,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (42.509067475079604 38.15673413258248)
2023-04,1,68,33,1,GAZIANTEP,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (37.8963594466952 36.85311038836439)
2023-04,1,71,57,1,MARDIN,SIRNAK,POINT (42.43341479562584 37.535683182261764),POINT (41.3281408522345 37.18100385628339)
2023-04,1,75,40,1,ISTANBUL,TRABZON,POINT (39.73174863729977 40.92780729231606),POINT (28.966126985906072 41.040226865149044)
2023-04,1,76,29,1,ELAZIG,TUNCELI,POINT (39.54735507328951 39.1607503028036),POINT (39.2179667290262 38.6648599524512)
2023-04,1,77,54,1,KUTAHYA,USAK,POINT (29.295305097300698 38.68955762059888),POINT (30.079147082619098 39.4326918257573)
2023-04,2,1,58,2,MERSIN,ADANA,POINT (35.82554894766164 37.874874940976625),POINT (34.859415559296465 37.06386143110599)
2023-04,2,21,12,1,BALIKESIR,BURSA,POINT (29.078993631601847 40.16892946227833),POINT (27.83494517750688 40.461627201359946)
2023-04,2,21,22,1,CANAKKALE,BURSA,POINT (29.078993631601847 40.16892946227833),POINT (27.209901770664114 40.26553272013083)
2023-04,2,22,21,1,BURSA,CANAKKALE,POINT (27.209901770664114 40.26553272013083),POINT (29.078993631601847 40.16892946227833)
2023-04,2,26,57,1,MARDIN,DIYARBAKIR,POINT (39.980783435026474 37.97718871461234),POINT (41.3281408522345 37.18100385628339)
2023-04,2,26,68,1,SANLIURFA,DIYARBAKIR,POINT (39.980783435026474 37.97718871461234),POINT (39.75759311603928 37.235060462645706)
2023-04,2,33,37,1,HATAY,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (36.50905200292296 36.28404837457669)
2023-04,2,33,48,1,KILIS,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (37.10661942935145 36.75605237808039)
2023-04,2,33,68,5,SANLIURFA,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (39.75759311603928 37.235060462645706)
2023-04,2,37,33,1,GAZIANTEP,HATAY,POINT (36.50905200292296 36.28404837457669),POINT (37.8963594466952 36.85311038836439)
2023-04,2,37,48,1,KILIS,HATAY,POINT (36.50905200292296 36.28404837457669),POINT (37.10661942935145 36.75605237808039)
2023-04,2,40,21,1,BURSA,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (29.078993631601847 40.16892946227833)
2023-04,2,40,52,7,KOCAELI,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (29.745013072029078 40.85994893376326)
2023-04,2,40,73,1,TEKIRDAG,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (27.71629005242506 41.273565776357366)
2023-04,2,48,33,1,GAZIANTEP,KILIS,POINT (37.10661942935145 36.75605237808039),POINT (37.8963594466952 36.85311038836439)
2023-04,2,48,37,1,HATAY,KILIS,POINT (37.10661942935145 36.75605237808039),POINT (36.50905200292296 36.28404837457669)
2023-04,2,52,40,6,ISTANBUL,KOCAELI,POINT (29.745013072029078 40.85994893376326),POINT (28.966126985906072 41.040226865149044)
2023-04,2,57,26,1,DIYARBAKIR,MARDIN,POINT (41.3281408522345 37.18100385628339),POINT (39.980783435026474 37.97718871461234)
2023-04,2,64,1,1,ADANA,OSMANIYE,POINT (36.118421721446666 37.404147307605996),POINT (35.82554894766164 37.874874940976625)
2023-04,2,64,33,1,GAZIANTEP,OSMANIYE,POINT (36.118421721446666 37.404147307605996),POINT (37.8963594466952 36.85311038836439)
2023-04,2,68,33,6,GAZIANTEP,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (37.8963594466952 36.85311038836439)
2023-04,2,68,42,1,KAHRAMANMARAS,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (36.55584985318895 38.08131458569416)
2023-04,2,68,48,1,KILIS,SANLIURFA,POINT (39.75759311603928 37.235060462645706),POINT (37.10661942935145 36.75605237808039)
2023-04,3,19,66,1,SAKARYA,BOLU,POINT (30.804956202424627 40.336090305807836),POINT (30.391160075639 40.8505469821281)
2023-04,3,66,19,1,BOLU,SAKARYA,POINT (30.391160075639 40.8505469821281),POINT (30.804956202424627 40.336090305807836)
2023-04,4,79,40,1,ISTANBUL,YALOVA,POINT (29.38410522462258 40.63381462246071),POINT (28.966126985906072 41.040226865149044)
2023-05,1,1,37,1,HATAY,ADANA,POINT (35.82554894766164 37.874874940976625),POINT (36.50905200292296 36.28404837457669)
2023-05,1,1,42,1,KAHRAMANMARAS,ADANA,POINT (35.82554894766164 37.874874940976625),POINT (36.55584985318895 38.08131458569416)
2023-05,1,1,64,1,OSMANIYE,ADANA,POINT (35.82554894766164 37.874874940976625),POINT (36.118421721446666 37.404147307605996)
2023-05,1,2,47,1,KAYSERI,ADIYAMAN,POINT (38.26626822575622 37.74943797377397),POINT (35.595686034008786 38.267067669049005)
2023-05,1,3,21,1,BURSA,AFYONKARAHISAR,POINT (30.243694963429604 38.74724813828608),POINT (29.078993631601847 40.16892946227833)
2023-05,1,7,58,1,MERSIN,ANKARA,POINT (33.43507805455542 40.199201955939934),POINT (34.859415559296465 37.06386143110599)
2023-05,1,7,79,1,YALOVA,ANKARA,POINT (33.43507805455542 40.199201955939934),POINT (29.38410522462258 40.63381462246071)
2023-05,1,21,79,1,YALOVA,BURSA,POINT (29.078993631601847 40.16892946227833),POINT (29.38410522462258 40.63381462246071)
2023-05,1,23,43,1,KARABUK,CANKIRI,POINT (33.60457797364536 40.929901945525124),POINT (32.77416866699312 41.318877649958466)
2023-05,1,27,40,1,ISTANBUL,DUZCE,POINT (31.180841601318992 40.81697072735935),POINT (28.966126985906072 41.040226865149044)
2023-05,1,33,48,1,KILIS,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (37.10661942935145 36.75605237808039)
2023-05,1,33,68,1,SANLIURFA,GAZIANTEP,POINT (37.8963594466952 36.85311038836439),POINT (39.75759311603928 37.235060462645706)
2023-05,1,37,53,1,KONYA,HATAY,POINT (36.50905200292296 36.28404837457669),POINT (32.88714497347114 38.69405100533909)
2023-05,1,40,7,1,ANKARA,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (33.43507805455542 40.199201955939934)
2023-05,1,40,52,2,KOCAELI,ISTANBUL,POINT (28.966126985906072 41.040226865149044),POINT (29.745013072029078 40.85994893376326)
2023-05,1,42,1,1,ADANA,KAHRAMANMARAS,POINT (36.55584985318895 38.08131458569416),POINT (35.82554894766164 37.874874940976625)
2023-05,1,42,33,1,GAZIANTEP,KAHRAMANMARAS,POINT (36.55584985318895 38.08131458569416),POINT (37.8963594466952 36.85311038836439)
2023-05,1,42,58,1,MERSIN,KAHRAMANMARAS,POINT (36.55584985318895 38.08131458569416),POINT (34.859415559296465 37.06386143110599)
2023-05,1,43,23,1,CANKIRI,KARABUK,POINT (32.77416866699312 41.318877649958466),POINT (33.60457797364536 40.929901945525124)
2023-05,1,47,5,1,AKSARAY,KAYSERI,POINT (35.595686034008786 38.267067669049005),POINT (33.937132291824796 38.40342884994016)
2023-05,1,47,7,1,ANKARA,KAYSERI,POINT (35.595686034008786 38.267067669049005),POINT (33.43507805455542 40.199201955939934)
2023-05,1,50,68,1,SANLIURFA,KIRKLARELI,POINT (27.836078103791817 41.620941628461125),POINT (39.75759311603928 37.235060462645706)
2023-05,1,51,7,1,ANKARA,KIRSEHIR,POINT (34.38034395976587 39.3223371395506),POINT (33.43507805455542 40.199201955939934)
2023-05,1,52,40,2,ISTANBUL,KOCAELI,POINT (29.745013072029078 40.85994893376326),POINT (28.966126985906072 41.040226865149044)
2023-05,1,52,79,1,YALOVA,KOCAELI,POINT (29.745013072029078 40.85994893376326),POINT (29.38410522462258 40.63381462246071)
2023-05,1,54,77,1,USAK,KUTAHYA,POINT (30.079147082619098 39.4326918257573),POINT (29.295305097300698 38.68955762059888)
2023-05,1,56,21,1,BURSA,MANISA,POINT (27.763258931735013 38.47889357137842),POINT (29.078993631601847 40.16892946227833)
2023-05,1,57,68,1,SANLIURFA,MARDIN,POINT (41.3281408522345 37.18100385628339),POINT (39.75759311603928 37.235060462645706)
2023-05,1,58,8,1,ANTALYA,MERSIN,POINT (34.859415559296465 37.06386143110599),POINT (30.479442947342882 36.829323916568484)
